0.631605805,1.631332024,4.843976034,3.256142658,2.04290296,19.20505637,10.18798273,2.570655629,21.9904737,11.66816572,3.607689703,4.798689461,0.49136454,0.70655535,4.310988893,4.067751409,1.117298007,1.225587525,3.340713821,0.522376476,3.553023659,2.83443621,3.740763675,1.481253821,2.670813249,5.252714524,3.957797434,2.916021537,2.053407164,0.868708585,0.343630354,2.579745335,1.782521552,0.187606386,0.83588799,4.271054901,4.834341195,2.873484536,4.785186029,3.426712399,0.586812781,16.96437865,16.12700929,3.043635482,22.23556357,2.536390751,4.676478507,1.138233261,4.068375157,3.017192326
4.113163162,5.378770882,1.817649494,2.947441557,1.929041227,10.67965224,17.8364921,18.24086863,13.33585622,1.388712248,2.598352706,1.372035684,2.5549955,2.496308613,3.115068138,1.917893687,0.37186117,0.808650585,0.65055941,1.688882095,1.845455191,2.091094859,2.515332507,1.231684448,2.839613082,3.510066434,1.227147067,3.440150324,0.880333717,4.260874691,1.681652203,4.307969685,2.994547005,3.499301697,2.25541124,0.672224984,0.762278572,0.822709657,4.320398711,3.302403387,5.448848524,9.593757083,23.37219536,18.22382604,0.203513338,2.789507207,0.562658892,0.6589058,3.800320438,1.213218303
3.343368,5.224176,1.33819,0.650345,4.80173,21.600425,24.712725,23.322575,15.469,10.95744,2.103595,4.031095,2.03329,0.877084,3.23095,4.497235,0.537045,1.23868,3.592335,3.163928,1.952675,0.014705,2.721065,1.843056,3.500959,5.22975,3.242292,3.592085,2.33487,1.68451,3.35097,0.136275,0.63292,4.86574,0.461495,0.52392,4.926606,0.354965,4.458675,2.74555,12.706425,7.827,9.705025,21.642475,8.83285,1.96543,3.81179,2.19126,1.68046,1.1475
3.834768,4.807344,1.43329,0.381545,4.85111,23.465575,20.715725,19.772175,18.2082,10.920416,2.067755,4.041375,1.67341,2.446092,3.20593,4.579155,0.294813,1.240984,4.475015,3.370576,1.046195,4.44478,2.720085,1.843056,3.500329,2.56563,4.795764,3.570435,2.34895,1.09653,3.34857,0.136275,0.620632,4.6891,0.016775,0.61336,5.35707,0.472485,4.458675,2.84795,12.805625,7.45295,9.702625,20.395275,9.68461,0.15357,3.81609,2.29238,1.70334,2.37882
3.974904773,4.806384,1.34117,0.299625,4.80685,21.989225,24.661525,20.039375,22.0258,10.967424,2.093355,4.031135,1.67493,0.238356,3.23231,4.493395,0.257949,1.23868,2.918535,3.364376,1.768355,0.014845,2.710805,1.828224,2.686509,5.228994,3.427956,4.755605,2.35127,1.43431,3.33833,0.136115,0.633816,4.90222,0.517775,0.49832,4.926618,0.457365,3.803315,2.72507,11.589625,7.41455,8.473825,21.196025,9.67941,0.32763,3.48845,2.29238,2.37806,1.16122
4.171056,2.739324,1.679095,1.495715,4.806855,14.90005,24.719025,1.04965,24.550925,12.777882,4.400425,2.72334,3.53153,3.31486,4.032225,4.89528,0.345327,0.517376,3.568185,3.83814,1.95313,3.293095,0.930365,2.277018,0.277186,3.311988,2.248116,2.936715,0.947585,1.69031,2.11138,4.831785,2.639952,3.883235,1.828535,3.120335,1.778934,0.459785,3.439385,1.607675,14.64255,14.37825,21.61345,8.0776,10.217298,3.347795,1.35292,2.601805,3.995975,0.83338
4.327728,0.3831,1.919695,1.512355,4.851195,14.83605,20.740625,1.033,23.731825,12.759162,4.354745,2.73358,0.456140971,3.333804,4.066985,4.88628,1.694815561,0.51328,4.469585,3.878076,1.04611,2.785095,0.765565,2.29545,0.391202,3.49938,2.043732,2.911235,0.737745,1.09653,1.9661,4.833065,2.711632,3.885955,1.491335,2.905295,2.604534,0.557065,3.437785,0.07149,14.43475,13.98865,21.61345,8.0624,10.165506,4.231015,1.35292,2.601685,4.160935,0.98602
4.327728,5.099184,1.91969,0.380265,4.85119,21.389225,24.708725,20.693875,17.1842,12.757888,2.061035,4.030875,1.67341,0.245276,3.21199,4.558635,0.264093,1.56252,3.568465,3.348048,1.046095,0.163645,2.731925,1.902228,0.391209,5.220726,5.18946,3.592075,2.37614,1.69045,3.34977,2.204755,0.614488,4.70254,0.507575,0.50152,4.96155,0.459765,4.458595,2.90939,12.796025,7.79335,9.625825,21.165675,9.684818,0.15293,4.904705044,2.27414,1.70236,0.98586
4.444656,0.382716,1.807055,1.512675,4.842555,14.93845,20.740725,0.3674,23.664625,7.647354,4.426425,4.8635,0.39494,0.523821557,4.067025,4.88628,0.264051,0.509184,4.206785,3.878076,1.11267,2.785095,0.704125,2.221722,0.849954,3.499356,2.043732,2.788355,0.778705,1.09653,2.10996,4.808745,3.776592,3.885955,1.490175,2.823375,2.604558,0.557205,3.929305,0.07149,14.02515,13.98865,24.80705,8.5368,9.313538,4.236135,1.52828,2.601305,4.161095,0.98346
4.524336,2.742396,1.760975,1.495715,4.851115,14.83605,20.725425,1.033,23.731725,12.757498,4.354825,2.73358,3.53165,3.333804,4.066085,4.88628,0.386943,0.51328,4.469545,3.845308,1.04619,2.642535,0.929405,2.29545,0.391202,3.49938,2.042964,1.41417,0.901505,1.09653,0.083823951,4.831785,2.705488,3.885795,1.327495,3.232975,2.604534,3.87113,3.439705,0.07149,14.62975,14.01425,21.61345,8.1072,10.163842,3.347815,1.35292,2.601685,4.160935,0.82218
